Student Age,Income,Demographics,Learning Methods,Listening Skills,Study Hours per Week,Tech Proficiency,Attendance Rate,Time Management Skills,Motivation Level,Family Support,Correct Response Rate,Response Time (ms),Confidence Level,Recommended Learning Path,Intervention Flag,Content Difficulty Level,Number of Tutor Sessions,Engagement with Supplemental Resources,Personalization Score
19,39163,Suburban,Hybrid,Hearing,7,Advanced,53.74,Average,6,Low,0.85,3338,1.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.25,0.23
34,37547,Rural,Hybrid,Kinesthetic,27,Beginner,72.15,Average,7,Medium,0.95,5462,6.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,7,0.59,0.5
33,76086,Urban,Online,Hearing,21,Beginner,54.28,Average,1,High,0.65,6464,7.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,5,0.13,0.41
22,82712,Urban,Online,Visual,11,Beginner,65.47,Average,2,High,0.95,9835,2.5,"Algorithms, Data Structures, System Design",True,Easy,3,0.32,0.8
18,88272,Urban,Hybrid,Visual,25,Advanced,72.09,Good,6,High,0.73,2286,5.2,"Linear Regression, Neural Networks, Deep Learning",False,Medium,7,0.23,0.91
20,42718,Urban,Offline,Hearing,24,Advanced,79.26,Average,4,Low,0.6,3895,4.1,"Algorithms, Data Structures, System Design",True,Hard,9,0.59,0.76
22,13303,Urban,Offline,Visual,22,Advanced,83.83,Good,4,Medium,0.96,6481,9.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,5,0.89,0.26
27,82436,Suburban,Hybrid,Hearing,29,Beginner,66.41,Average,9,Low,0.75,8740,8.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,4,0.52,0.47
33,40288,Rural,Online,Hearing,15,Advanced,89.13,Average,4,Medium,0.7,1009,1.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,5,0.69,0.69
32,57398,Suburban,Hybrid,Visual,31,Advanced,70.44,Poor,6,Low,0.63,17023,2.9,"Algorithms, Data Structures, System Design",False,Easy,13,0.16,0.74
31,81128,Rural,Offline,Visual,32,Beginner,67.66,Average,7,Medium,0.68,11078,7.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,6,0.89,0.88
20,44473,Urban,Hybrid,Visual,20,Intermediate,93.48,Good,4,High,0.72,9327,8.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,11,0.66,0.69
22,50104,Rural,Offline,Hearing,25,Beginner,77.47,Good,5,High,0.85,18572,4.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,14,0.56,0.32
22,36093,Rural,Offline,Visual,34,Advanced,61.44,Good,1,Medium,0.64,2381,5.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.48,0.98
28,96987,Rural,Online,Hearing,22,Advanced,77.32,Average,7,High,0.89,6878,6.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,4,0.7,0.38
29,41085,Urban,Offline,Visual,7,Intermediate,97.36,Good,5,Medium,0.87,7933,6.8,"Algorithms, Data Structures, System Design",False,Medium,4,0.03,0.09
31,14845,Urban,Hybrid,Kinesthetic,33,Intermediate,85.13,Poor,1,High,0.65,12535,1.6,"Linear Regression, Neural Networks, Deep Learning",True,Easy,0,0.51,0.1
27,48318,Rural,Hybrid,Hearing,17,Advanced,66.69,Poor,5,High,0.52,13401,5.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,12,0.54,0.09
30,95599,Rural,Online,Hearing,23,Beginner,72.84,Poor,7,Medium,0.95,4800,6.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,10,0.33,0.45
31,87188,Suburban,Hybrid,Visual,39,Advanced,52.93,Good,1,Medium,0.96,6104,9.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,10,0.92,0.42
30,55135,Suburban,Online,Kinesthetic,7,Intermediate,78.64,Average,6,High,0.79,6729,6.5,"Linear Regression, Neural Networks, Deep Learning",False,Easy,3,0.4,0.43
29,30927,Rural,Offline,Kinesthetic,6,Advanced,70.04,Poor,1,High,0.87,17361,7.6,"Algorithms, Data Structures, System Design",True,Hard,1,0.35,0.93
26,29763,Suburban,Offline,Kinesthetic,18,Beginner,77.8,Average,9,Low,0.85,4897,5.5,"Linear Regression, Neural Networks, Deep Learning",True,Medium,10,0.1,0.45
34,85595,Urban,Offline,Kinesthetic,17,Intermediate,76.86,Good,4,Low,0.51,4592,5.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,2,0.61,0.37
30,37857,Rural,Hybrid,Kinesthetic,36,Intermediate,88.77,Average,2,High,0.54,1279,9.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,7,0.73,0.6
26,83251,Suburban,Online,Hearing,12,Advanced,96.32,Average,7,High,0.98,17871,4.4,"Linear Regression, Neural Networks, Deep Learning",True,Medium,6,0.36,0.14
22,17887,Suburban,Hybrid,Kinesthetic,8,Advanced,89.1,Average,1,Medium,0.64,17380,6.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,10,0.1,0.01
24,50473,Urban,Offline,Hearing,17,Intermediate,89.84,Poor,9,Medium,0.72,2632,6.2,"Algorithms, Data Structures, System Design",True,Easy,14,0.44,0.56
33,86485,Urban,Hybrid,Hearing,18,Intermediate,57.49,Poor,2,Low,0.8,13135,3.7,"Algorithms, Data Structures, System Design",True,Medium,1,0.56,0.91
20,72388,Rural,Online,Hearing,2,Intermediate,66.91,Good,6,High,0.81,1045,1.8,"Linear Regression, Neural Networks, Deep Learning",True,Medium,0,0.83,0.24
28,44095,Suburban,Online,Kinesthetic,8,Advanced,62.95,Good,3,High,0.78,17503,1.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,3,0.48,0.4
30,77732,Rural,Hybrid,Visual,36,Intermediate,81.94,Average,1,Low,0.56,12193,2.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,14,0.71,0.93
23,90207,Suburban,Hybrid,Kinesthetic,33,Intermediate,68.41,Average,3,Medium,0.74,16149,3.8,"Linear Regression, Neural Networks, Deep Learning",True,Medium,6,0.34,0.11
34,35281,Urban,Offline,Kinesthetic,1,Intermediate,55.12,Poor,4,Low,0.65,14562,8.2,"Linear Regression, Neural Networks, Deep Learning",False,Hard,10,0.2,0.63
29,29244,Urban,Offline,Kinesthetic,12,Beginner,94.15,Poor,7,Medium,0.59,11232,4.1,"Linear Regression, Neural Networks, Deep Learning",True,Hard,14,0.26,0.9
33,22550,Suburban,Online,Hearing,6,Beginner,75.94,Average,6,Medium,0.89,17066,5.3,"Algorithms, Data Structures, System Design",False,Easy,6,0.96,0.85
19,99439,Suburban,Online,Kinesthetic,9,Beginner,50.5,Good,3,High,0.7,5609,2.2,"Linear Regression, Neural Networks, Deep Learning",True,Easy,1,0.45,0.11
25,19008,Rural,Offline,Hearing,2,Advanced,64.25,Average,8,Low,0.99,19112,1.3,"Algorithms, Data Structures, System Design",False,Medium,0,0.38,0.65
22,43867,Rural,Online,Hearing,36,Intermediate,53.66,Good,7,High,0.53,7081,4.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,0,0.78,0.36
18,22258,Suburban,Online,Kinesthetic,17,Beginner,57.86,Average,2,Medium,0.75,16428,2.7,"Linear Regression, Neural Networks, Deep Learning",False,Medium,9,0.37,0.81
29,36549,Rural,Offline,Visual,37,Advanced,62.24,Good,4,High,0.58,16752,4.1,"Algorithms, Data Structures, System Design",True,Hard,5,0.05,0.94
20,97859,Urban,Hybrid,Hearing,22,Advanced,95.18,Good,4,High,0.81,9427,1.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,14,0.01,0.23
29,27619,Suburban,Online,Visual,4,Beginner,71.08,Poor,8,Medium,0.8,3753,3.9,"Linear Regression, Neural Networks, Deep Learning",False,Hard,14,0.14,0.03
34,58407,Urban,Offline,Kinesthetic,30,Advanced,56.11,Good,3,High,0.65,6245,4.8,"Linear Regression, Neural Networks, Deep Learning",False,Easy,0,0.17,0.35
18,48847,Rural,Online,Hearing,30,Advanced,60.22,Poor,7,High,0.87,8147,5.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,7,0.08,0.94
18,52670,Suburban,Offline,Visual,16,Advanced,74.53,Average,4,High,0.96,19340,2.3,"Algorithms, Data Structures, System Design",False,Medium,0,0.38,0.59
32,73622,Urban,Hybrid,Hearing,4,Beginner,72.66,Good,9,Low,0.68,18345,8.5,"Linear Regression, Neural Networks, Deep Learning",True,Hard,11,0.34,0.99
34,28095,Rural,Offline,Kinesthetic,20,Intermediate,68.44,Poor,9,Low,0.92,18351,9.4,"Algorithms, Data Structures, System Design",True,Medium,7,0.97,0.85
27,81576,Rural,Online,Hearing,10,Advanced,50.75,Poor,3,Medium,0.92,17913,1.3,"Algorithms, Data Structures, System Design",True,Easy,11,0.15,0.88
19,40840,Urban,Online,Kinesthetic,13,Advanced,58.99,Average,8,Low,0.8,12728,9.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,0,0.1,0.91
25,71428,Urban,Hybrid,Kinesthetic,14,Advanced,73.56,Average,7,Medium,0.96,12519,6.7,"Algorithms, Data Structures, System Design",True,Easy,9,0.56,0.8
28,19286,Urban,Offline,Visual,1,Beginner,96.99,Average,7,Medium,0.55,7362,7.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,10,0.57,0.07
22,60261,Urban,Offline,Visual,15,Beginner,96.47,Average,8,Low,0.93,4082,8.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,5,0.2,0.26
23,84083,Urban,Offline,Hearing,34,Beginner,67.31,Poor,8,Medium,0.64,12826,1.8,"Algorithms, Data Structures, System Design",True,Medium,11,0.04,0.73
27,23274,Urban,Hybrid,Hearing,21,Advanced,56.92,Poor,8,Medium,0.76,1591,9.8,"Linear Regression, Neural Networks, Deep Learning",False,Easy,1,0.75,0.91
26,80981,Urban,Online,Kinesthetic,26,Advanced,64.46,Average,2,High,0.53,13768,4.8,"Algorithms, Data Structures, System Design",True,Hard,10,0.2,0.99
21,65030,Suburban,Online,Hearing,21,Beginner,56.86,Good,3,Low,0.81,12449,6.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,7,0.2,0.69
33,30238,Rural,Online,Hearing,18,Advanced,78.26,Good,7,Medium,0.79,19993,3.5,"Algorithms, Data Structures, System Design",True,Hard,3,0.93,0.89
34,76043,Suburban,Offline,Visual,7,Intermediate,59.11,Poor,3,Medium,0.5,4849,5.9,"Algorithms, Data Structures, System Design",False,Medium,1,0.51,0.82
24,92438,Rural,Hybrid,Kinesthetic,25,Advanced,81.03,Average,1,Low,0.78,11431,3.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,6,0.04,0.83
24,93547,Suburban,Offline,Hearing,38,Beginner,57.78,Good,6,Medium,0.74,13642,7.7,"Linear Regression, Neural Networks, Deep Learning",True,Medium,12,0.78,0.18
33,40917,Urban,Hybrid,Kinesthetic,16,Beginner,76.28,Good,5,Medium,0.56,4501,1.4,"Linear Regression, Neural Networks, Deep Learning",False,Hard,7,0.35,1.0
32,98133,Urban,Offline,Kinesthetic,24,Beginner,56.42,Average,6,Low,0.68,14943,9.8,"Linear Regression, Neural Networks, Deep Learning",False,Hard,13,0.78,0.58
29,63013,Urban,Offline,Hearing,2,Advanced,62.77,Poor,9,Medium,0.71,6007,4.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,3,0.01,0.99
31,95923,Rural,Online,Kinesthetic,22,Intermediate,60.33,Good,2,Medium,0.63,15997,3.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,3,0.43,0.47
30,90226,Suburban,Online,Visual,6,Advanced,93.53,Average,7,Low,0.67,11728,3.0,"Linear Regression, Neural Networks, Deep Learning",True,Medium,7,0.32,0.01
24,11052,Urban,Offline,Visual,17,Advanced,50.14,Poor,5,Medium,0.6,6453,4.0,"Linear Regression, Neural Networks, Deep Learning",False,Hard,6,0.51,0.57
30,50353,Suburban,Online,Kinesthetic,10,Intermediate,74.72,Good,8,Medium,0.98,3796,7.4,"Algorithms, Data Structures, System Design",True,Easy,9,0.79,0.77
23,87137,Rural,Offline,Visual,1,Advanced,58.65,Average,9,Medium,0.71,12056,2.9,"Algorithms, Data Structures, System Design",False,Hard,3,0.67,0.47
25,47517,Urban,Online,Hearing,4,Intermediate,53.39,Poor,3,Low,0.71,2185,3.9,"Algorithms, Data Structures, System Design",False,Medium,6,0.32,0.58
24,32801,Urban,Offline,Kinesthetic,5,Beginner,85.15,Poor,3,Low,0.93,16824,4.1,"Linear Regression, Neural Networks, Deep Learning",False,Hard,3,0.92,0.34
21,42101,Urban,Online,Hearing,10,Intermediate,71.17,Average,3,Low,0.85,2311,7.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,4,0.5,0.8
30,71767,Rural,Online,Kinesthetic,32,Beginner,59.56,Poor,6,High,0.74,11699,3.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,10,0.36,0.85
31,47933,Suburban,Online,Kinesthetic,27,Intermediate,93.61,Average,4,Medium,0.57,7785,7.0,"Algorithms, Data Structures, System Design",False,Hard,13,0.14,0.99
25,51405,Rural,Online,Kinesthetic,12,Beginner,78.73,Good,2,Medium,1.0,19446,1.4,"Algorithms, Data Structures, System Design",True,Medium,5,0.87,0.61
31,91883,Rural,Online,Visual,12,Beginner,72.31,Poor,7,High,0.73,6976,6.0,"Algorithms, Data Structures, System Design",True,Hard,10,0.2,0.25
20,13661,Suburban,Hybrid,Hearing,21,Advanced,78.6,Average,7,Medium,0.88,5043,2.4,"Algorithms, Data Structures, System Design",False,Hard,7,0.58,0.11
25,73417,Rural,Online,Kinesthetic,36,Advanced,54.14,Good,8,Medium,1.0,8216,6.5,"Linear Regression, Neural Networks, Deep Learning",False,Hard,5,0.24,0.39
28,96796,Urban,Online,Hearing,20,Beginner,72.81,Average,4,Medium,0.51,10571,4.7,"Algorithms, Data Structures, System Design",True,Hard,8,0.58,0.49
32,97703,Suburban,Hybrid,Visual,10,Intermediate,66.35,Good,6,Medium,0.98,10588,1.3,"Algorithms, Data Structures, System Design",True,Easy,4,0.45,0.36
30,70159,Suburban,Offline,Visual,12,Beginner,52.3,Average,7,Low,0.78,4370,9.6,"Linear Regression, Neural Networks, Deep Learning",True,Easy,7,0.78,0.83
24,44805,Rural,Offline,Visual,38,Intermediate,68.09,Poor,6,High,0.62,8996,3.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,14,0.16,0.78
34,40786,Suburban,Hybrid,Visual,5,Advanced,75.2,Poor,7,High,0.99,11835,2.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,1,0.85,0.78
26,72807,Rural,Offline,Hearing,8,Beginner,55.47,Good,4,High,0.89,12408,3.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,6,0.48,0.02
32,18063,Suburban,Hybrid,Kinesthetic,6,Advanced,95.21,Good,9,Low,0.95,11707,6.5,"Algorithms, Data Structures, System Design",True,Medium,10,0.67,0.1
27,47176,Suburban,Hybrid,Hearing,28,Intermediate,76.32,Poor,5,High,0.7,12254,8.5,"Algorithms, Data Structures, System Design",True,Hard,3,0.92,0.47
25,71916,Urban,Online,Visual,25,Advanced,81.72,Poor,6,Medium,0.69,1021,2.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,5,0.77,0.82
27,18408,Rural,Online,Kinesthetic,27,Intermediate,64.08,Good,9,High,0.74,4985,5.9,"Algorithms, Data Structures, System Design",True,Medium,11,0.75,0.53
32,88933,Urban,Offline,Visual,2,Beginner,61.58,Good,4,Medium,0.8,13816,6.1,"Linear Regression, Neural Networks, Deep Learning",False,Easy,12,0.03,0.38
18,87222,Rural,Online,Hearing,24,Beginner,77.92,Average,7,High,0.91,1644,7.7,"Linear Regression, Neural Networks, Deep Learning",True,Hard,2,0.23,0.57
33,41380,Rural,Offline,Hearing,7,Advanced,81.53,Poor,5,Low,0.89,14382,6.5,"Linear Regression, Neural Networks, Deep Learning",False,Easy,1,0.76,0.87
24,34294,Rural,Online,Visual,17,Beginner,92.26,Poor,1,High,0.83,10536,5.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,3,0.53,0.62
26,65035,Rural,Hybrid,Hearing,38,Advanced,61.51,Average,7,Low,0.97,18042,6.1,"Algorithms, Data Structures, System Design",True,Hard,14,0.07,0.18
27,90982,Rural,Online,Hearing,37,Intermediate,63.18,Good,6,High,0.94,12197,1.8,"Algorithms, Data Structures, System Design",True,Easy,11,0.4,0.16
33,73748,Urban,Offline,Visual,26,Beginner,74.45,Good,7,High,0.64,8595,8.1,"Linear Regression, Neural Networks, Deep Learning",False,Hard,3,0.15,0.43
27,21950,Suburban,Online,Visual,25,Advanced,51.95,Average,9,Medium,0.64,17337,6.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,5,0.68,0.98
27,14654,Rural,Offline,Kinesthetic,1,Advanced,89.12,Good,4,High,0.69,11549,6.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,10,0.1,0.58
23,25589,Suburban,Online,Visual,30,Beginner,90.95,Poor,8,Low,0.69,15238,1.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,0,0.92,0.01
20,65850,Rural,Offline,Hearing,25,Intermediate,57.08,Good,9,High,0.88,8725,2.9,"Linear Regression, Neural Networks, Deep Learning",True,Medium,11,0.5,0.29
19,16445,Suburban,Online,Kinesthetic,26,Beginner,85.28,Good,4,High,0.99,16671,3.3,"Algorithms, Data Structures, System Design",True,Hard,14,0.26,0.92
21,98996,Urban,Hybrid,Hearing,27,Advanced,76.42,Average,1,Medium,0.56,5993,4.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,14,0.31,0.98
19,15552,Suburban,Hybrid,Hearing,38,Intermediate,51.44,Average,1,Low,0.76,7693,3.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,0,0.43,0.82
26,27212,Suburban,Hybrid,Hearing,2,Intermediate,52.83,Good,3,Medium,0.56,6657,4.7,"Algorithms, Data Structures, System Design",True,Hard,2,0.24,0.96
34,19265,Suburban,Hybrid,Hearing,3,Intermediate,78.48,Average,6,Low,0.84,11071,8.1,"Algorithms, Data Structures, System Design",True,Easy,11,0.85,0.82
23,48120,Suburban,Hybrid,Hearing,14,Beginner,74.14,Average,7,Medium,0.76,12235,3.9,"Algorithms, Data Structures, System Design",True,Hard,9,0.66,0.32
30,16816,Suburban,Online,Kinesthetic,3,Beginner,96.16,Average,5,High,0.69,12223,6.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,10,0.41,0.93
27,64357,Urban,Offline,Visual,4,Intermediate,91.21,Poor,2,High,0.77,16306,8.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,10,0.06,0.49
19,53631,Urban,Hybrid,Hearing,8,Intermediate,85.1,Poor,2,High,0.53,8274,1.2,"Algorithms, Data Structures, System Design",False,Medium,9,0.79,0.87
23,99824,Suburban,Hybrid,Kinesthetic,22,Intermediate,50.29,Good,5,High,0.56,5659,6.6,"Algorithms, Data Structures, System Design",False,Medium,2,0.81,0.56
33,65752,Suburban,Hybrid,Hearing,23,Advanced,50.53,Average,2,Low,0.97,8353,2.5,"Algorithms, Data Structures, System Design",True,Easy,7,0.14,0.6
18,72726,Suburban,Online,Kinesthetic,6,Intermediate,71.82,Average,5,Low,0.94,18245,1.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,0,0.87,0.53
31,39454,Rural,Online,Hearing,36,Advanced,78.77,Average,2,Medium,0.85,4950,2.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,6,0.06,0.44
34,35153,Rural,Hybrid,Hearing,4,Intermediate,53.04,Good,9,High,0.73,15617,8.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,12,0.51,0.82
33,58749,Urban,Online,Hearing,19,Beginner,68.62,Poor,8,Medium,0.74,12214,3.0,"Algorithms, Data Structures, System Design",True,Easy,8,0.16,0.46
30,25153,Rural,Offline,Kinesthetic,36,Intermediate,56.27,Good,6,Low,0.51,6600,8.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,6,0.33,0.26
23,42520,Suburban,Online,Hearing,33,Beginner,52.41,Average,4,Low,0.69,17644,3.5,"Linear Regression, Neural Networks, Deep Learning",False,Medium,1,0.89,0.14
25,25304,Rural,Online,Kinesthetic,18,Beginner,98.58,Good,5,Low,0.61,8147,6.1,"Linear Regression, Neural Networks, Deep Learning",True,Medium,3,0.46,0.25
26,65512,Rural,Hybrid,Visual,36,Advanced,97.51,Good,6,Medium,0.99,11332,4.5,"Linear Regression, Neural Networks, Deep Learning",False,Hard,9,0.92,0.23
30,41209,Suburban,Hybrid,Hearing,16,Intermediate,66.06,Poor,3,High,0.67,11469,8.9,"Algorithms, Data Structures, System Design",False,Medium,8,0.19,0.34
19,84997,Urban,Offline,Hearing,30,Beginner,58.04,Good,7,Medium,0.78,4695,2.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,5,0.99,0.18
29,91736,Rural,Hybrid,Visual,28,Intermediate,82.59,Average,4,Low,0.61,16861,1.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,0,0.35,0.85
27,68121,Urban,Offline,Visual,25,Intermediate,62.6,Average,2,Low,0.9,2997,1.7,"Linear Regression, Neural Networks, Deep Learning",False,Hard,2,0.68,0.25
31,35909,Urban,Online,Kinesthetic,31,Beginner,56.81,Good,3,High,0.69,14075,8.3,"Algorithms, Data Structures, System Design",True,Easy,0,0.15,0.33
32,47617,Urban,Hybrid,Hearing,7,Beginner,95.45,Average,4,Low,0.84,12100,1.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,5,0.26,0.4
34,60662,Rural,Offline,Visual,7,Intermediate,87.98,Good,1,Low,0.57,11449,4.5,"Linear Regression, Neural Networks, Deep Learning",False,Easy,13,0.27,0.07
30,73128,Urban,Hybrid,Kinesthetic,16,Intermediate,78.61,Average,4,High,0.9,18729,1.9,"Algorithms, Data Structures, System Design",False,Easy,9,0.11,0.25
22,72835,Rural,Hybrid,Hearing,2,Beginner,58.64,Good,4,Medium,0.59,1973,3.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,3,0.01,0.11
29,32211,Urban,Offline,Kinesthetic,15,Intermediate,72.13,Average,9,High,0.56,8628,6.0,"Algorithms, Data Structures, System Design",False,Hard,2,0.63,0.71
19,44655,Urban,Offline,Kinesthetic,16,Advanced,57.09,Average,6,High,0.91,1799,7.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,9,0.03,0.49
22,69061,Rural,Online,Hearing,4,Advanced,54.18,Good,6,Low,0.85,3701,5.9,"Linear Regression, Neural Networks, Deep Learning",False,Hard,11,0.8,0.15
26,75403,Rural,Hybrid,Visual,25,Advanced,82.4,Poor,3,Medium,0.96,18775,7.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,14,0.04,0.72
26,63729,Urban,Online,Hearing,34,Intermediate,84.56,Average,2,Low,0.86,7753,9.7,"Algorithms, Data Structures, System Design",True,Hard,0,0.52,0.84
24,78748,Urban,Offline,Visual,20,Beginner,92.67,Average,4,Medium,0.74,2587,5.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,6,0.63,0.57
27,58429,Urban,Hybrid,Visual,2,Beginner,74.91,Poor,1,High,0.72,1265,4.9,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,5,0.67,0.43
25,23764,Rural,Hybrid,Visual,13,Intermediate,56.37,Average,3,High,0.83,7357,2.3,"Linear Regression, Neural Networks, Deep Learning",True,Easy,2,0.16,0.09
26,59172,Urban,Offline,Kinesthetic,19,Advanced,53.17,Average,6,Low,0.95,12455,3.4,"Linear Regression, Neural Networks, Deep Learning",False,Hard,3,0.6,0.92
26,81445,Urban,Online,Visual,29,Intermediate,69.28,Good,5,High,0.67,16083,2.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,3,0.45,0.31
22,47583,Urban,Offline,Hearing,22,Advanced,65.72,Poor,4,Low,0.52,14814,7.4,"Linear Regression, Neural Networks, Deep Learning",True,Medium,13,0.59,0.6
34,30012,Rural,Hybrid,Visual,30,Intermediate,50.23,Good,2,High,0.69,1043,3.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,12,0.5,0.42
26,60974,Urban,Offline,Kinesthetic,20,Advanced,84.93,Good,6,Medium,0.62,3774,1.3,"Linear Regression, Neural Networks, Deep Learning",False,Medium,10,0.96,0.23
18,17427,Suburban,Offline,Visual,15,Beginner,83.78,Poor,4,Medium,0.54,11276,2.0,"Linear Regression, Neural Networks, Deep Learning",False,Medium,14,0.94,0.4
33,43711,Urban,Offline,Kinesthetic,39,Advanced,85.68,Good,2,Low,0.64,1547,4.9,"Algorithms, Data Structures, System Design",True,Easy,13,0.54,0.11
30,72075,Rural,Hybrid,Kinesthetic,17,Beginner,92.48,Poor,2,High,0.92,10033,1.6,"Algorithms, Data Structures, System Design",True,Easy,7,0.12,0.23
22,92619,Rural,Hybrid,Visual,10,Advanced,62.43,Average,9,Low,0.66,9306,5.0,"Linear Regression, Neural Networks, Deep Learning",False,Easy,5,0.4,0.14
22,98117,Urban,Offline,Hearing,11,Intermediate,86.99,Poor,1,Low,0.53,16772,3.5,"Algorithms, Data Structures, System Design",True,Hard,1,0.04,0.98
29,71132,Suburban,Online,Kinesthetic,18,Intermediate,98.39,Good,3,High,0.81,10655,8.7,"Linear Regression, Neural Networks, Deep Learning",False,Medium,6,0.41,0.56
18,15212,Rural,Online,Visual,6,Intermediate,59.66,Poor,3,High,0.68,17908,4.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,4,0.81,0.78
28,66037,Suburban,Online,Visual,14,Advanced,71.36,Average,2,High,0.83,13116,4.8,"Algorithms, Data Structures, System Design",False,Hard,4,0.76,0.48
32,71350,Rural,Online,Visual,18,Advanced,70.39,Good,1,High,0.68,12468,8.8,"Linear Regression, Neural Networks, Deep Learning",False,Medium,14,0.6,0.39
29,85140,Suburban,Hybrid,Hearing,9,Beginner,68.96,Average,9,High,0.59,13128,3.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,8,0.71,0.5
31,98769,Suburban,Online,Visual,5,Beginner,68.52,Good,2,Low,0.64,15536,5.8,"Algorithms, Data Structures, System Design",False,Medium,6,0.59,0.49
32,60456,Urban,Hybrid,Visual,4,Beginner,99.5,Poor,4,Medium,0.87,17999,1.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,5,0.26,0.86
18,33478,Rural,Online,Hearing,12,Intermediate,98.11,Average,3,Medium,0.71,9193,4.9,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.41,0.79
24,67743,Urban,Offline,Hearing,22,Beginner,67.63,Good,2,High,0.88,12296,8.8,"Algorithms, Data Structures, System Design",False,Hard,13,0.61,0.39
34,29575,Rural,Hybrid,Visual,23,Beginner,75.85,Average,5,Medium,0.76,18369,6.5,"Linear Regression, Neural Networks, Deep Learning",True,Medium,1,0.82,0.33
18,26860,Rural,Hybrid,Kinesthetic,4,Intermediate,83.41,Average,1,Medium,0.97,6099,5.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,7,0.2,0.31
32,24099,Suburban,Offline,Visual,25,Beginner,70.0,Average,4,Medium,0.57,16164,9.3,"Algorithms, Data Structures, System Design",False,Hard,0,0.23,0.85
20,86450,Rural,Offline,Kinesthetic,6,Advanced,98.13,Average,3,High,0.62,17130,7.2,"Linear Regression, Neural Networks, Deep Learning",True,Hard,0,0.39,0.77
